index,NCT,Sponsor,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
12821,NCT00502840,Roche,2007,7,Phase 3,193,Completed,"Arthritis, Rheumatoid"
12822,NCT00502853,Roche,2007,10,Phase 4,10,Completed,"Arthritis, Rheumatoid"
12823,NCT00502996,Roche,2006,2,Phase 3,246,Completed,"Arthritis, Rheumatoid"
12824,NCT00503113,Roche,2007,7,Phase 4,801,Completed,Osteoporosis
12825,NCT00503425,Roche,2005,6,Phase 3,215,Completed,"Arthritis, Rheumatoid"
12826,NCT00504270,Roche,2007,7,Phase 2,66,Completed,Psoriasis
12827,NCT00504777,Roche,2007,7,Phase 4,36,Completed,"Arthritis, Rheumatoid"
12828,NCT00517413,Roche,2007,10,Phase 3,163,Completed,Anemia
12829,NCT00517439,Roche,2007,12,Phase 2,516,Completed,Hepatitis
12830,NCT00517465,Roche,2007,9,Phase 1,41,Completed,"Diabetes Mellitus, Type 2"
12831,NCT00517699,Roche,2007,9,Phase 2,5,Terminated,Lymphoma
12832,NCT00517816,Roche,2007,10,Phase 1,43,Completed,Asthma
12833,NCT00517881,Roche,2007,6,Phase 3,29,Terminated,Anemia
12834,NCT00518011,Roche,2007,8,Phase 2,17,Completed,Lung Neoplasms
12835,NCT00519961,Roche,2007,2,,1800,Unknown status,Peripheral Vascular Diseases
12836,NCT00520403,Roche,2007,9,Phase 2,25,Completed,"Carcinoma, Renal Cell"
12837,NCT00528567,Roche,2007,12,Phase 3,2591,Completed,Breast Neoplasms
12838,NCT00531804,Roche,2006,12,Phase 1,60,Completed,Alzheimer Disease
12839,NCT00531817,Roche,2007,10,Phase 3,619,Completed,"Arthritis, Rheumatoid"
12840,NCT00531934,Roche,2007,10,Phase 2,147,Completed,Lung Neoplasms
12841,NCT00531960,Roche,2008,1,Phase 2,124,Completed,Lung Neoplasms
12842,NCT00532129,Roche,2007,11,Phase 2,100,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
12843,NCT00532948,Roche,2007,5,Phase 1,24,Completed,Glioma
12844,NCT00535782,Roche,2007,10,Phase 3,132,Completed,"Arthritis, Rheumatoid"
12845,NCT00545051,Roche,2006,5,Phase 4,140,Completed,"Osteoporosis, Postmenopausal"
12846,NCT00545090,Roche,2006,8,Phase 4,561,Completed,Osteoporosis
12847,NCT00545233,Roche,2008,1,Phase 4,155,Completed,Hepatitis
12848,NCT00545363,Roche,2006,4,Phase 4,716,Completed,"Osteoporosis, Postmenopausal"
12849,NCT00545480,Roche,2006,7,Phase 4,596,Completed,Osteoporosis
12850,NCT00545532,Roche,2008,2,Phase 3,228,Completed,"Influenza, Human"
12851,NCT00545571,Roche,2007,10,Phase 3,120,Completed,Anemia
12852,NCT00545688,Roche,2006,6,Phase 2,417,Completed,Breast Neoplasms
12853,NCT00545714,Roche,2007,11,Phase 2,90,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
12854,NCT00545779,Roche,2006,12,Phase 3,677,Completed,Osteoporosis
12855,NCT00545909,Roche,2006,3,Phase 4,585,Completed,"Osteoporosis, Postmenopausal"
12856,NCT00546481,Roche,2007,11,Phase 3,80,Completed,Anemia
12857,NCT00550680,Roche,2008,1,Phase 3,208,Completed,Anemia
12858,NCT00551174,Roche,2004,10,Phase 4,781,Completed,Osteoporosis
12859,NCT00551291,Roche,2007,8,Phase 2,10,Completed,Myelodysplastic Syndromes
12860,NCT00556322,Roche,2006,3,Phase 3,424,Completed,Lung Neoplasms
12861,NCT00556712,Roche,2006,1,Phase 3,889,Completed,Lung Neoplasms
12862,NCT00559273,Roche,2007,12,Phase 3,307,Completed,Anemia
12863,NCT00559637,Roche,2008,1,Phase 3,184,Completed,Anemia
12864,NCT00559754,Roche,2007,12,Phase 2,72,Completed,Breast Neoplasms
12865,NCT00559845,Roche,2008,2,Phase 2,56,Completed,Breast Neoplasms
12866,NCT00560274,Roche,2008,3,Phase 4,190,Completed,Anemia
12867,NCT00560404,Roche,2008,4,Phase 3,233,Completed,Anemia
12868,NCT00560547,Roche,2007,10,Phase 3,0,Withdrawn,Anemia
12869,NCT00569452,Roche,2006,1,,12,Completed,"Diabetes Mellitus, Type 1"
12870,NCT00576199,Roche,2008,2,Phase 2,30,Completed,Liver Neoplasms
12871,NCT00576303,Roche,2008,4,Phase 3,200,Completed,Anemia
12872,NCT00576433,Roche,2007,12,Phase 4,60,Completed,"Arthritis, Rheumatoid"
12873,NCT00576602,Roche,2007,12,Phase 4,1,Terminated,Anemia
12874,NCT00576628,Roche,2008,5,Phase 3,133,Completed,Anemia
12875,NCT00576758,Roche,2008,1,Phase 2,175,Completed,"Lymphoma, Non-Hodgkin"
12876,NCT00576901,Roche,2007,11,Phase 2,23,Terminated,Breast Neoplasms
12877,NCT00577031,Roche,2008,2,Phase 4,205,Completed,Colorectal Neoplasms
12878,NCT00577109,Roche,2007,12,Phase 2,0,Withdrawn,Colorectal Neoplasms
12879,NCT00578305,Roche,2007,11,Phase 3,185,Completed,"Arthritis, Rheumatoid"
12880,NCT00605293,Roche,2008,1,Phase 3,101,Completed,Anemia
12881,NCT00605345,Roche,2007,12,Phase 3,71,Completed,Anemia
12882,NCT00605722,Roche,2008,3,Phase 2,51,Completed,Liver Neoplasms
12883,NCT00614471,Roche,2007,8,Phase 4,219,Completed,"Hepatitis, Chronic"
12884,NCT00615134,Roche,2008,1,Phase 2,29,Completed,HIV Infections
12885,NCT00616798,Roche,2008,3,Phase 2,323,Completed,Schizophrenia
12886,NCT00623428,Roche,2008,6,Phase 3,235,Completed,Hepatitis
12887,NCT00623597,Roche,2008,6,Phase 2,18,Completed,HIV Infections
12888,NCT00623805,Roche,2008,3,Phase 3,123,Completed,Colorectal Neoplasms
12889,NCT00623870,Roche,2008,5,Phase 1,116,Completed,Hematologic Neoplasms
12890,NCT00642304,Roche,2008,3,Phase 3,20,Completed,Anemia
12891,NCT00642460,Roche,2008,5,Phase 3,112,Completed,Arthritis
12892,NCT00642473,Roche,2008,2,Phase 2,34,Completed,"Carcinoma, Non-Small-Cell Lung"
12893,NCT00642577,Roche,2007,7,Phase 3,214,Completed,Colorectal Neoplasms
12894,NCT00642603,Roche,2008,5,Phase 2,41,Terminated,Colorectal Neoplasms
12895,NCT00642668,Roche,2008,6,Phase 4,35,Completed,Anemia
12896,NCT00642733,Roche,2007,8,Phase 4,6,Terminated,Pancreatic Neoplasms
12897,NCT00642824,Roche,2007,5,Phase 2,3,Terminated,Lung Neoplasms
12898,NCT00642850,Roche,2007,11,Phase 3,188,Completed,Anemia
12899,NCT00642941,Roche,2007,12,Phase 2,317,Completed,Sarcoma
12900,NCT00642967,Roche,2008,5,Phase 3,127,Completed,Anemia
12901,NCT00643474,Roche,2008,3,,1000,Completed,"Diabetes Mellitus, Type 2"
12902,NCT00643565,Roche,2008,7,Phase 2,154,"Active, not recruiting",Sarcoma
12903,NCT00652366,Roche,2008,5,Phase 2,467,Completed,Pancreatic Neoplasms
12904,NCT00655473,Roche,2008,3,Phase 2,130,Completed,Coronary Disease
12905,NCT00655538,Roche,2008,2,Phase 2,476,Completed,Coronary Disease
12906,NCT00658515,Roche,2008,4,Phase 3,15865,Completed,Coronary Disease
12907,NCT00660023,Roche,2008,8,Phase 3,124,Completed,Anemia
12908,NCT00661076,Roche,2008,8,Phase 3,10,Completed,"Hepatitis, Chronic"
12909,NCT00661102,Roche,2008,12,Phase 3,598,Completed,Breast Neoplasms
12910,NCT00661388,Roche,2008,8,Phase 3,75,Completed,Anemia
12911,NCT00661505,Roche,2008,5,Phase 3,132,Completed,Anemia
12912,NCT00661778,Roche,2007,7,Phase 2,50,Completed,Lung Neoplasms
12913,NCT00666016,Roche,2008,4,Phase 2,35,Completed,Non-alcoholic Fatty Liver Disease
12914,NCT00674973,Roche,2008,6,Phase 2,207,Completed,Pancreatic Neoplasms
12915,NCT00674986,Roche,2008,3,,522,Completed,"Diabetes Mellitus, Type 2"
12916,NCT00679341,Roche,2008,9,Phase 2,137,Completed,Breast Neoplasms
12917,NCT00680563,Roche,2009,4,Phase 3,4,Terminated,Anemia
12918,NCT00682097,Roche,2008,5,Phase 1,55,Completed,"Diabetes Mellitus, Type 2"
12919,NCT00683930,Roche,2004,5,Phase 3,96,Completed,Pemphigus
12920,NCT00683969,Roche,2004,8,Phase 3,136,Completed,Myasthenia Gravis
12921,NCT00697203,Roche,2005,7,Phase 2,292,Completed,Dyslipidemias
12922,NCT00699348,Roche,2008,7,Phase 3,351,Completed,Anemia
12923,NCT00700102,Roche,2006,2,Phase 3,820,Completed,Colorectal Neoplasms
12924,NCT00700180,Roche,2008,9,Phase 2,303,Completed,Lung Neoplasms
12925,NCT00700570,Roche,2008,8,Phase 2,45,Completed,Colorectal Neoplasms
12926,NCT00701558,Roche,2008,8,Phase 2,20,Completed,Lung Neoplasms
12927,NCT00709891,Roche,2008,5,,47208,Completed,Papilloma
12928,NCT00711191,Roche,2008,6,Phase 1,22,Completed,Pancreatic Neoplasms
12929,NCT00717366,Roche,2008,7,Phase 2,64,Completed,Anemia
12930,NCT00717405,Roche,2008,10,Phase 2,52,Completed,Breast Neoplasms
12931,NCT00717457,Roche,2008,7,Phase 3,1189,Completed,"Diabetes Mellitus, Type 2"
12932,NCT00717821,Roche,2008,10,Phase 3,421,Completed,Kidney Diseases
12933,NCT00718315,Roche,2009,4,Phase 3,201,Completed,Lung Neoplasms
12934,NCT00718549,Roche,2009,7,Phase 3,128,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
12935,NCT00720798,Roche,2005,9,Phase 3,2067,Completed,"Arthritis, Rheumatoid"
12936,NCT00721123,Roche,2005,8,Phase 3,538,Completed,"Arthritis, Rheumatoid"
12937,NCT00737464,Roche,2008,8,Phase 4,132,Completed,Anemia
12938,NCT00737477,Roche,2008,9,Phase 3,96,Completed,Kidney Diseases
12939,NCT00737711,Roche,2008,7,Phase 4,189,Completed,Anemia
12940,NCT00738374,Roche,2008,11,Phase 2,97,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
12941,NCT00738530,Roche,2004,6,Phase 3,649,Completed,"Carcinoma, Renal Cell"
12942,NCT00744367,Roche,2008,10,Phase 3,326,Completed,"Diabetes Mellitus, Type 2"
12943,NCT00744926,Roche,2008,8,Phase 3,373,Completed,"Diabetes Mellitus, Type 2"
12944,NCT00750880,Roche,2008,9,Phase 3,1681,Completed,"Arthritis, Rheumatoid"
12945,NCT00754559,Roche,2008,8,Phase 3,286,Completed,"Arthritis, Rheumatoid"
12946,NCT00754572,Roche,2009,2,Phase 3,418,Completed,"Arthritis, Rheumatoid"
12947,NCT00754650,Roche,2008,9,Phase 2,2,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
12948,NCT00754988,Roche,2008,10,Phase 3,666,Completed,"Diabetes Mellitus, Type 2"
12949,NCT00755287,Roche,2008,11,Phase 3,1072,Completed,"Diabetes Mellitus, Type 2"
12950,NCT00760565,Roche,2008,9,Phase 1,72,Completed,Peripheral Arterial Disease
12951,NCT00760929,Roche,2008,11,Phase 2,167,Completed,Lung Neoplasms
12952,NCT00770562,Roche,2005,7,Phase 3,103,Completed,"Purpura, Thrombocytopenic, Idiopathic"
12953,NCT00772356,Roche,2008,1,,14,Completed,"Diabetes Mellitus, Type 1"
12954,NCT00773188,Roche,2008,12,Phase 1,6,Completed,Lung Neoplasms
12955,NCT00773331,Roche,2009,7,Phase 3,281,Completed,Anemia
12956,NCT00773383,Roche,2008,11,Phase 2,35,Terminated,Lung Neoplasms
12957,NCT00773461,Roche,2008,10,Phase 3,209,Completed,"Arthritis, Rheumatoid"
12958,NCT00773513,Roche,2008,12,Phase 4,2825,Completed,"Renal Insufficiency, Chronic"
12959,NCT00773695,Roche,2008,11,Phase 2,150,"Active, not recruiting",Breast Neoplasms
12960,NCT00773968,Roche,2008,9,Phase 3,140,Completed,Anemia
12961,NCT00774241,Roche,2010,1,Phase 4,0,Withdrawn,Breast Neoplasms
12962,NCT00776425,Roche,2007,1,Phase 4,117,Completed,Lymphoproliferative Disorders
12963,NCT00776698,Roche,2009,4,Phase 1,1,Completed,Lung Neoplasms
12964,NCT00778102,Roche,2008,10,Phase 2,80,Completed,Colorectal Neoplasms
12965,NCT00782353,Roche,2008,10,Phase 1,35,Completed,"Hepatitis C, Chronic"
12966,NCT00796107,Roche,2009,1,Phase 2,6,Completed,Breast Neoplasms
12967,NCT00796718,Roche,2008,10,Phase 2,62,Completed,Colorectal Neoplasms
12968,NCT00796757,Roche,2008,12,Phase 2,146,Completed,"Carcinoma, Renal Cell"
12969,NCT00800176,Roche,2009,1,Phase 2,405,Completed,"Diabetes Mellitus, Type 2"
12970,NCT00800202,Roche,2009,4,Phase 2,91,Completed,Lung Neoplasms
12971,NCT00800735,Roche,2009,4,Phase 3,30,Completed,Hepatitis
12972,NCT00800748,Roche,2006,2,Phase 4,372,Completed,"Hepatitis C, Chronic"
12973,NCT00801255,Roche,2008,11,Phase 1,88,Completed,Hepatitis
12974,NCT00806923,Roche,2005,2,Phase 3,1044,Completed,Lung Neoplasms
12975,NCT00809562,Roche,2009,3,Phase 2,46,Completed,Depression
12976,NCT00809705,Roche,2008,12,Phase 3,60,Completed,"Diabetes Mellitus, Type 2"
12977,NCT00810199,Roche,2009,3,Phase 3,556,Completed,"Arthritis, Rheumatoid"
12978,NCT00810277,Roche,2008,11,Phase 3,14,Completed,"Arthritis, Rheumatoid"
12979,NCT00811135,Roche,2008,12,Phase 2,88,Completed,Breast Neoplasms
12980,NCT00811460,Roche,2008,11,Phase 1,18,Completed,"Diabetes Mellitus, Type 2"
12981,NCT00823680,Roche,2009,4,Phase 2,110,Completed,"Diabetes Mellitus, Type 2"
12982,NCT00823992,Roche,2009,1,Phase 3,305,Completed,"Diabetes Mellitus, Type 2"
12983,NCT00825149,Roche,2009,2,Phase 1,137,Completed,"Lymphoma, Non-Hodgkin"
12984,NCT00829166,Roche,2009,2,Phase 3,991,Completed,Breast Neoplasms
12985,NCT00845832,Roche,2009,3,Phase 2,24,Terminated,"Arthritis, Rheumatoid"
12986,NCT00845910,Roche,2009,5,Phase 2,22,Terminated,Breast Neoplasms
12987,NCT00846027,Roche,2009,1,Phase 2,90,Completed,Breast Neoplasms
12988,NCT00848120,Roche,2008,12,Phase 3,29,Completed,"Arthritis, Rheumatoid"
12989,NCT00865189,Roche,2007,10,Phase 2,91,Completed,Rectal Neoplasms
12990,NCT00869661,Roche,2001,2,Phase 2,413,Completed,"Hepatitis C, Chronic"
12991,NCT00875979,Roche,2009,5,Phase 1/Phase 2,67,Completed,Breast Neoplasms
12992,NCT00876538,Roche,2009,3,Phase 2,17,Completed,Peripheral Nervous System Diseases
12993,NCT00882674,Roche,2009,7,Phase 1,8,Completed,Breast Neoplasms
12994,NCT00882713,Roche,2009,2,Phase 3,202,Completed,Anemia
12995,NCT00883753,Roche,2009,3,Phase 3,934,Completed,"Arthritis, Rheumatoid"
12996,NCT00883779,Roche,2009,4,Phase 3,451,Completed,Lung Neoplasms
12997,NCT00884507,Roche,2009,5,Phase 2,389,Completed,Alzheimer Disease
12998,NCT00885755,Roche,2009,8,Phase 2,33,Completed,Breast Neoplasms
12999,NCT00887341,Roche,2009,5,Phase 2,76,Completed,"Arthritis, Rheumatoid"
13000,NCT00887822,Roche,2009,3,Phase 3,202,Completed,Stomach Neoplasms
13001,NCT00891020,Roche,2009,5,Phase 3,886,Completed,"Arthritis, Rheumatoid"
13002,NCT00909597,Roche,2009,5,Phase 3,756,Completed,"Diabetes Mellitus, Type 2"
13003,NCT00922116,Roche,2009,4,Phase 4,191,Completed,Anemia
13004,NCT00922207,Roche,2010,5,Phase 4,280,Completed,"Hepatitis, Chronic"
13005,NCT00922610,Roche,2009,2,Phase 4,28,Completed,Anemia
13006,NCT00922779,Roche,2002,6,Phase 4,6661,Completed,Hepatitis
13007,NCT00925769,Roche,2009,1,Phase 1,32,Completed,Pancreatic Neoplasms
13008,NCT00927082,Roche,2009,4,Phase 4,383,Completed,"Hepatitis, Chronic"
13009,NCT00929240,Roche,2009,7,Phase 3,287,Completed,Breast Neoplasms
13010,NCT00930514,Roche,2009,9,Phase 1,281,Completed,"Lymphoma, Follicular"
13011,NCT00933972,Roche,2009,6,Phase 1,36,Completed,"Diabetes Mellitus, Type 2"
13012,NCT00934648,Roche,2007,10,Phase 4,15,Completed,"Arthritis, Rheumatoid"
13013,NCT00934856,Roche,2009,7,Phase 1/Phase 2,98,Completed,Breast Neoplasms
13014,NCT00937560,Roche,2009,6,Phase 2,190,Completed,Ovarian Neoplasms
13015,NCT00940303,Roche,2009,6,Phase 2,97,Completed,Colorectal Neoplasms
13016,NCT00940420,Roche,2002,10,Phase 4,2695,Completed,Hepatitis
13017,NCT00940485,Roche,2009,4,Phase 4,200,Completed,"Hepatitis B, Chronic"
13018,NCT00940628,Roche,2008,4,Phase 3,60,Completed,Obesity
13019,NCT00940875,Roche,2009,6,Phase 2,54,Terminated,Lung Neoplasms
13020,NCT00943826,Roche,2009,6,Phase 3,921,Completed,Glioblastoma
13021,NCT00949533,Roche,2009,8,Phase 3,37,Completed,"Influenza, Human"
13022,NCT00949702,Roche,2009,9,Phase 2,132,Completed,Melanoma
13023,NCT00949910,Roche,2004,11,Phase 4,6586,Completed,Lung Neoplasms
13024,NCT00950300,Roche,2009,10,Phase 3,596,Completed,Breast Neoplasms
13025,NCT00951275,Roche,2009,10,Phase 3,105,Completed,"Arthritis, Rheumatoid"
13026,NCT00961415,Roche,2009,8,Phase 3,376,Completed,Lung Neoplasms
13027,NCT00961909,Roche,2009,6,Phase 1,122,Completed,"Diabetes Mellitus, Type 2"
13028,NCT00962871,Roche,2009,8,Phase 1,30,Completed,"Hepatitis, Chronic"
13029,NCT00962975,Roche,2009,9,Phase 1,29,Completed,"Hepatitis B, Chronic"
13030,NCT00963885,Roche,2009,8,Phase 2,229,Completed,Hepatitis
13031,NCT00964704,Roche,2011,3,Phase 2,0,Withdrawn,Breast Neoplasms
13032,NCT00965653,Roche,2009,8,Phase 1,29,Completed,"Arthritis, Rheumatoid"
13033,NCT00967330,Roche,2010,6,Phase 2,182,Completed,Glioblastoma
13034,NCT00967590,Roche,2009,9,Phase 2,0,Withdrawn,Asthma
13035,NCT00976911,Roche,2009,10,Phase 3,361,Completed,Ovarian Neoplasms
13036,NCT00976989,Roche,2009,11,Phase 2,225,Completed,Breast Neoplasms
13037,NCT00977106,Roche,2009,6,Phase 3,103,Completed,"Arthritis, Rheumatoid"
13038,NCT00977379,Roche,2009,8,Phase 2,24,Terminated,Breast Neoplasms
13039,NCT00978497,Roche,2009,9,Phase 2,97,Completed,Infection
13040,NCT00988221,Roche,2009,11,Phase 3,188,Completed,Arthritis
13041,NCT00988325,Roche,2011,1,Phase 1,65,Completed,"Influenza, Human"
13042,NCT00996203,Roche,2009,10,Phase 4,201,Completed,"Arthritis, Rheumatoid"
13043,NCT00996606,Roche,2009,10,Phase 3,58,Completed,"Arthritis, Rheumatoid"
13044,NCT01000610,Roche,2008,3,Phase 4,18,Completed,"Arthritis, Rheumatoid"
13045,NCT01001299,Roche,2009,11,Phase 1,25,Completed,Melanoma
13046,NCT01006980,Roche,2010,1,Phase 3,675,Completed,Melanoma
13047,NCT01007435,Roche,2009,10,Phase 3,1162,Completed,"Arthritis, Rheumatoid"
13048,NCT01009424,Roche,2009,10,Phase 1,0,Withdrawn,"Pulmonary Disease, Chronic Obstructive"
13049,NCT01010061,Roche,2009,12,Phase 3,787,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13050,NCT01010503,Roche,2009,6,Phase 4,32,Completed,"Arthritis, Rheumatoid"
13051,NCT01015430,Roche,2009,11,Phase 2,40,Completed,Fragile X Syndrome
13052,NCT01017302,Roche,2009,12,Phase 1,32,Completed,"Diabetes Mellitus, Type 2"
13053,NCT01018173,Roche,2010,1,Phase 3,2118,Completed,"Diabetes Mellitus, Type 2"
13054,NCT01022346,Roche,2009,8,Phase 2,206,Completed,Cervical Intraepithelial Neoplasia
13055,NCT01026142,Roche,2010,1,Phase 3,452,Completed,Breast Neoplasms
13056,NCT01032837,Roche,2009,11,Phase 4,102,Terminated,"Influenza, Human"
13057,NCT01033448,Roche,2009,12,Phase 4,59,Completed,Hepatitis
13058,NCT01033734,Roche,2010,12,Phase 1,8,Completed,"Influenza, Human"
13059,NCT01034137,Roche,2010,1,Phase 3,317,Completed,"Arthritis, Rheumatoid"
13060,NCT01034397,Roche,2010,3,Phase 4,54,Completed,"Arthritis, Rheumatoid"
13061,NCT01041404,Roche,2005,9,Phase 3,584,Completed,Stomach Neoplasms
13062,NCT01042769,Roche,2010,2,Phase 3,7226,Completed,"Diabetes Mellitus, Type 2"
13063,NCT01043029,Roche,2010,5,Phase 2,302,Completed,"Diabetes Mellitus, Type 2"
13064,NCT01044017,Roche,2009,12,Phase 1,22,Completed,"Diabetes Mellitus, Type 2"
13065,NCT01044498,Roche,2009,12,Phase 3,46,Completed,"Arthritis, Rheumatoid"
13066,NCT01046266,Roche,2009,11,Phase 1,62,Completed,Head and Neck Neoplasms
13067,NCT01050257,Roche,2010,1,Phase 3,118,Completed,"Influenza, Human"
13068,NCT01050868,Roche,2009,6,,24,Completed,"Diabetes Mellitus, Type 1"
13069,NCT01051011,Roche,2010,1,Phase 3,370,Terminated,"Diabetes Mellitus, Type 2"
13070,NCT01053663,Roche,2011,1,Phase 1,9,Terminated,"Influenza, Human"
13071,NCT01056510,Roche,2010,3,Phase 4,357,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13072,NCT01057667,Roche,2010,2,Phase 2,168,Completed,Hepatitis
13073,NCT01059682,Roche,2010,1,Phase 3,936,Terminated,Cardiovascular Diseases
13074,NCT01063062,Roche,2010,2,Phase 3,107,Completed,"Arthritis, Rheumatoid"
13075,NCT01066000,Roche,2009,10,Phase 4,33,Terminated,Anemia
13076,NCT01066884,Roche,2009,4,Phase 4,5,Completed,Lung Neoplasms
13077,NCT01069627,Roche,2006,12,Phase 2,20,Completed,Melanoma
13078,NCT01070927,Roche,2010,1,Phase 2,7,Completed,Lung Neoplasms
13079,NCT01077713,Roche,2010,2,Phase 2,86,Completed,Lung Neoplasms
13080,NCT01077726,Roche,2010,1,Phase 2,3,Completed,Breast Neoplasms
13081,NCT01077739,Roche,2009,7,Phase 2,75,Completed,Colorectal Neoplasms
13082,NCT01086085,Roche,2010,4,Phase 4,265,Completed,"Hepatitis B, Chronic"
13083,NCT01087944,Roche,2010,3,Phase 1,60,Completed,"Hepatitis C, Chronic"
13084,NCT01088659,Roche,2010,2,Phase 3,50,Completed,Hepatitis
13085,NCT01089023,Roche,2010,1,Phase 4,95,Completed,"Arthritis, Rheumatoid"
13086,NCT01094184,Roche,2010,3,Phase 4,49,Completed,Triple Negative Breast Neoplasms
13087,NCT01095835,Roche,2005,2,Phase 3,131,Completed,Hepatitis B
13088,NCT01096576,Roche,2010,7,Phase 1,64,Completed,Dengue
13089,NCT01107418,Roche,2010,5,Phase 1,52,Completed,Melanoma
13090,NCT01115491,Roche,2010,6,Phase 2,32,Completed,Glioblastoma
13091,NCT01116830,Roche,2010,11,Phase 1,29,Completed,Schizophrenia
13092,NCT01117129,Roche,2010,4,Phase 4,2,Terminated,"Arthritis, Rheumatoid"
13093,NCT01118377,Roche,2007,5,Phase 2,45,Completed,Glioma
13094,NCT01119859,Roche,2010,5,Phase 4,326,Completed,"Arthritis, Rheumatoid"
13095,NCT01120184,Roche,2010,7,Phase 3,1095,Completed,Breast Neoplasms
13096,NCT01126541,Roche,2006,9,Phase 3,224,Completed,"Arthritis, Rheumatoid"
13097,NCT01130337,Roche,2010,7,Phase 2,36,Completed,Stomach Neoplasms
13098,NCT01130480,Roche,2010,5,,833,Completed,"Diabetes Mellitus, Type 2"
13099,NCT01131078,Roche,2005,6,Phase 2,306,Completed,Colorectal Neoplasms
13100,NCT01135498,Roche,2006,11,Phase 2,90,Completed,Colorectal Neoplasms
13101,NCT01142778,Roche,2010,5,Phase 2,152,Completed,Breast Neoplasms
13102,NCT01143740,Roche,2010,6,Phase 1,20,Completed,Liposarcoma
13103,NCT01144364,Roche,2004,1,Phase 3,234,Completed,"Lymphoma, Non-Hodgkin"
13104,NCT01144403,Roche,2010,6,Phase 2,8,Terminated,Lymphoma
13105,NCT01148758,Roche,2010,5,Phase 1,7,Completed,Colorectal Neoplasms
13106,NCT01149057,Roche,2010,10,Phase 4,145,Completed,"Arthritis, Rheumatoid"
13107,NCT01152619,Roche,2010,7,Phase 1,24,Completed,"Rhinitis, Allergic"
13108,NCT01153971,Roche,2005,7,Phase 2,47,Completed,"Lymphoma, Non-Hodgkin"
13109,NCT01153984,Roche,2011,6,Phase 2,23,Completed,"Carcinoma, Non-Small-Cell Lung"
13110,NCT01156363,Roche,2010,10,Phase 4,86,Completed,Anemia
13111,NCT01156961,Roche,2010,10,Phase 4,0,Withdrawn,Breast Neoplasms
13112,NCT01159171,Roche,2006,1,Phase 2,50,Completed,Colorectal Neoplasms
13113,NCT01164007,Roche,2006,6,Phase 2,40,Completed,Melanoma
13114,NCT01164891,Roche,2010,7,Phase 1,7,Completed,Melanoma
13115,NCT01165580,Roche,2011,5,Phase 1,17,Completed,Cytomegalovirus Infections
13116,NCT01169558,Roche,2006,5,Phase 3,168,Completed,Colorectal Neoplasms
13117,NCT01174563,Roche,2011,5,Phase 2,60,Completed,Lung Neoplasms
13118,NCT01179594,Roche,2010,9,Phase 4,0,Withdrawn,"Hepatitis, Chronic"
13119,NCT01181024,Roche,2010,4,Phase 1,82,Completed,Hepatitis
13120,NCT01181609,Roche,2005,6,Phase 2,54,Completed,Colorectal Neoplasms
13121,NCT01183598,Roche,2006,8,Phase 1,3,Completed,Giant Lymph Node Hyperplasia
13122,NCT01183858,Roche,2010,10,Phase 3,315,Completed,Lung Neoplasms
13123,NCT01185847,Roche,2010,11,Phase 2,90,Completed,Lung Neoplasms
13124,NCT01185860,Roche,2009,8,Phase 1,59,Completed,Hepatitis
13125,NCT01191983,Roche,2010,8,Phase 4,102,Completed,Anemia
13126,NCT01192867,Roche,2010,12,Phase 3,629,Completed,Schizophrenia
13127,NCT01192880,Roche,2010,11,Phase 3,625,Completed,Schizophrenia
13128,NCT01192906,Roche,2010,12,Phase 3,624,Completed,Schizophrenia
13129,NCT01194154,Roche,2010,9,Phase 2,241,Completed,Kidney Diseases
13130,NCT01194414,Roche,2010,9,Phase 3,1262,Completed,"Arthritis, Rheumatoid"
13131,NCT01194570,Roche,2011,3,Phase 3,732,"Active, not recruiting",Sclerosis
13132,NCT01195272,Roche,2010,8,Phase 4,21,Completed,"Arthritis, Rheumatoid"
13133,NCT01196052,Roche,2010,10,Phase 2,153,Completed,Breast Neoplasms
13134,NCT01196078,Roche,2007,2,Phase 4,114,Completed,Lung Neoplasms
13135,NCT01199809,Roche,2011,2,Phase 1,19,Completed,"Arthritis, Psoriatic"
13136,NCT01200758,Roche,2011,2,Phase 3,410,Completed,"Lymphoma, Non-Hodgkin"
13137,NCT01201265,Roche,2011,2,Phase 2,40,Completed,Breast Neoplasms
13138,NCT01204697,Roche,2010,11,Phase 2,74,Completed,Lung Neoplasms
13139,NCT01209689,Roche,2010,10,Phase 3,113,Terminated,"Spondylitis, Ankylosing"
13140,NCT01209702,Roche,2010,9,Phase 3,306,Terminated,"Spondylitis, Ankylosing"
13141,NCT01211626,Roche,2008,6,Phase 1,75,Completed,Infection
13142,NCT01214720,Roche,2005,7,Phase 3,607,Completed,Pancreatic Neoplasms
13143,NCT01214733,Roche,2010,10,Phase 3,30,Completed,"Arthritis, Rheumatoid"
13144,NCT01219933,Roche,2011,1,Phase 4,68,Completed,"Arthritis, Rheumatoid"
